"job_count",title,"company_name",location,"source_url",schedule
1,"Nhân Viên Thiết Kế","HỘ KINH DOANH CHENG","- Hà Nội: 203b lạc long quân, Phường Nghĩa Đô (quận Bắc Từ Liêm, quận Cầu Giấy cũ)","https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke/2065468.html","Thứ 2 - Thứ 7 (từ 08:30 đến 18:00)
Nghỉ 2 thứ 7 trong tháng"
1,"Nhân Viên Vận Hành Hệ Thống Và Chuyển Đổi Số","CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ DOMOOD","- Đà Nẵng: 160 - 162 Bế Văn Đàn, Phường Thanh Khê (quận Thanh Khê cũ)","https://www.topcv.vn/viec-lam/nhan-vien-van-hanh-he-thong-va-chuyen-doi-so/2089701.html","Thứ 2 - Thứ 7 (từ 08:00 đến 17:00)
Thứ 7 làm việc xen kẽ 2 tuần/tháng"
1,"Nhân Viên Xử Lý File Thiết Kế In Ấn","CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ QUẢNG CÁO TÂN HẢI THÁI","- Hồ Chí Minh: 299 Lý Thường Kiệt, Phường Phú Thọ (Quận 11 cũ)","https://www.topcv.vn/viec-lam/nhan-vien-xu-ly-file-thiet-ke-in-an/2131146.html","Thứ 2 - Thứ 7 (từ 08:00 đến 12:00)
Thứ 2 - Thứ 7 (từ 13:30 đến 17:30)
Sáng: 08:00 – 12:00; Chiều: 13:30-17:30"
1,"Data Analyst - Mạnh Về Phân Tích Tài Chính - Mảng Dược Mỹ Phẩm - Thu Nhập Trên 20 Triệu Trở Lên","Công ty TNHH Thẩm Mỹ Zacy","- Hà Nội: 69 Nguyễn Hy Quang, Phường Đống Đa (quận Đống Đa cũ)","https://www.topcv.vn/viec-lam/data-analyst-manh-ve-phan-tich-tai-chinh-mang-duoc-my-pham-thu-nhap-tren-20-trieu-tro-len/2114787.html","Thứ 2 - Thứ 6 (từ 08:30 đến 17:30)
Thứ 7 (từ 08:00 đến 12:00)"
1,"Chuyên Viên Đối Soát","CÔNG TY CỔ PHẦN GIẢI PHÁP THÔNG MINH LINKCARE","- Hà Nội: 138B Giảng Võ, Phường Ba Đình (quận Ba Đình cũ)","https://www.topcv.vn/viec-lam/chuyen-vien-doi-soat/1722022.html","- Thứ 2 - Thứ 6: 8h30 - 17h30
- 2 sáng thứ 7/ tháng (sáng thứ 7 đầu tiên và thứ 7 cuối cùng)"
1,"Nhân Viên Graphic Designer","CÔNG TY CỔ PHẦN GIÁO DỤC QUỐC TẾ IELTS ARENA","- Hà Nội: 54 Trương Công Giai, Phường Cầu Giấy (quận Cầu Giấy cũ)","https://www.topcv.vn/viec-lam/nhan-vien-graphic-designer/2063027.html","Thứ 2 - Thứ 7 (từ 08:00 đến 17:30)
Giờ hành chính: Từ 8h - 17h30 hàng ngày; từ thứ 2 đến thứ 7 (nghỉ buổi chiều các ngày thứ 7 giữa tháng)."
1,"Lập Trình PC Control (Tự Động Hóa)","CÔNG TY CỔ PHẦN UIL VIỆT NAM","- Bắc Ninh: KCN Quế Võ 1, Phường Phương Liễu (Thị xã Quế Võ cũ)","https://www.topcv.vn/viec-lam/lap-trinh-pc-control-tu-dong-hoa/2152858.html","Thứ 2 - Thứ 7 (từ 08:00 đến 17:45)
Thứ 2-6 từ 8h-17h45
Thứ 7 từ 8h-16h45 (được nghỉ 2 thứ 7/tháng)"
1,"Thiết Kế Đồ Hoạ (TMĐT)","Công ty TNHH Xây dựng và Thương mại Phạm Lê","- Hà Nội: 282 Nguyễn Huy Tưởng, Phường Thanh Xuân (quận Thanh Xuân cũ)","https://www.topcv.vn/viec-lam/thiet-ke-do-hoa-tmdt/2065952.html","Thứ 2 - Thứ 7 (từ 08:00 đến 17:30)"
1,"Trưởng Phòng Thiết Kế UI/UX (UI/UX Head)","CÔNG TY CỔ PHẦN DƯỢC PHẨM FPT LONG CHÂU","- Hồ Chí Minh: Phường Tân Mỹ (Quận 7 cũ)","https://www.topcv.vn/viec-lam/truong-phong-thiet-ke-ui-ux-ui-ux-head/1547443.html","Thứ 2 - Thứ 6 (từ 08:30 đến 18:00)
Thứ 7 (từ 08:30 đến 12:00)"
1,"Application & Integration Specialist","CÔNG TY CỔ PHẦN TRƯỜNG TIỂU HỌC – TRUNG HỌC CƠ SỞ - TRUNG HỌC PHỔ THÔNG QUỐC TẾ CANADA","- Hồ Chí Minh: Phường Tân Mỹ (Quận 7 cũ)","https://www.topcv.vn/viec-lam/application-integration-specialist/2136752.html","Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
Thứ 7 làm việc linh hoạt vào buổi sáng (8:00 - 12:00)"
1,"Giám Đốc Công Nghệ - Nền Tảng Odoo18","CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐỨC TÍN TOÀN CẦU","- Hà Nội: Phố Phúc Minh, Phường Phú Diễn (quận Bắc Từ Liêm, quận Cầu Giấy cũ)","https://www.topcv.vn/viec-lam/giam-doc-cong-nghe-nen-tang-odoo18/1958226.html","Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
1/2 thứ 7 trong tháng"
1,"Chuyên Viên Thiết Kế/Design Marketing","Công ty Cổ Phần Evergreen Đầu Tư","- Hưng Yên: KĐT Ecopark, Xã Phụng Công (huyện Văn Giang cũ)","https://www.topcv.vn/viec-lam/chuyen-vien-thiet-ke-design-marketing/1880789.html","Thứ 2 - Thứ 6 (từ 09:00 đến 18:00)
Sáng thứ 7 hàng tuần làm online"
1,"Thiết Kế Đồ Họa PK Thẩm Mỹ Da Công Nghệ Cao","CÔNG TY TNHH VIỆN THẨM MỸ QUỐC TẾ V-MEDICAL","- Hà Nội: 64 Lê Văn Hưu, Phường Cửa Nam (quận Hoàn Kiếm cũ)","https://www.topcv.vn/viec-lam/thiet-ke-do-hoa-pk-tham-my-da-cong-nghe-cao/2146411.html","Thứ 2 - Thứ 6 (từ 08:30 đến 17:30)
Tháng nghỉ 02 ngày thứ 7."
1,"Kế Toán Bán Hàng","CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI DƯƠNG HÒA","- Hà Nội: 524 Minh Khai, Phường Vĩnh Tuy (quận Hai Bà Trưng, quận Hoàng Mai cũ)","https://www.topcv.vn/viec-lam/ke-toan-ban-hang/2125757.html","Thứ 2 - Thứ 7 (từ 08:00 đến 12:00)
Thứ 2 - Thứ 7 (từ 13:30 đến 17:30)"
1,"Nhân Viên Hỗ Trợ Ứng Dụng (Tester)","CÔNG TY CỔ PHẦN LIÊN KẾT QUỐC TẾ INKINDY","- Đồng Nai: 27 Cách Mạng Tháng Tám, Phường Long Khánh (Thành phố Long Khánh cũ)","https://www.topcv.vn/viec-lam/nhan-vien-ho-tro-ung-dung-tester/1976769.html","Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
Thứ 7 (từ 08:00 đến 12:00)"
1,"Nhân Viên Vẽ Lập Trình CNC","Công ty CP KHKT Phượng Hải","- Hồ Chí Minh: 23/5 Đặng Thị Tám, Ấp Đông Lân 1, Xã Bà Điểm, Hóc Môn, Xã Hóc Môn (huyện Hóc Môn cũ)","https://www.topcv.vn/viec-lam/nhan-vien-ve-lap-trinh-cnc/1876424.html","Thứ 2 - Thứ 7 (từ 08:00 đến 17:00)"
1,"Nhân Viên Thiết Kế Đồ Họa - Graphic Designer","CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ Y TẾ HÀ NỘI","- Hà Nội: 76-78 Khâm Thiên, Phường Văn Miếu - Quốc Tử Giám (quận Đống Đa cũ)","https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-do-hoa-graphic-designer/2075169.html","Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
Thứ 2 - Thứ 7 (từ 08:00 đến 12:00)"
1,"Data Platform Engineer (Junior)","Công Ty Truyền Thông Và Công Nghệ ICOMM Việt Nam","- Hà Nội: Tầng 24, Tòa VIWASEEN, 48 Tố Hữu, Đại Mỗ, Phường Đại Mỗ (quận Nam Từ Liêm cũ)","https://www.topcv.vn/viec-lam/data-platform-engineer-junior/2152218.html","Từ thứ 2 đến thứ 6: 08h15 - 17h15; Thứ 7: 9h00 - 12h00. Nghỉ trưa 60 phút (12h00 - 13h00). Nghỉ cố định 1 thứ Bảy ở tuần thứ hai trong tháng."
1,"UX/UI Designer","Công Ty Cổ Phần OWS Việt Nam","- Hà Nội: 14 Nguyễn Cảnh Dị, KĐT mới Đại Kim, Phường Định Công (quận Hoàng Mai cũ)","https://www.topcv.vn/viec-lam/ux-ui-designer/773125.html","Thứ 2 - Thứ 6 (từ 08:30 đến 18:00)
Thứ 7 linh động"
1,"Cộng Tác Viên Xử Lý Dữ Liệu AI","CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ THƯƠNG MẠI TEKTRA","- Hà Nội: Số 2 Tôn thất Thuyết, Phường Cầu Giấy (quận Cầu Giấy cũ)","https://www.topcv.vn/viec-lam/cong-tac-vien-xu-ly-du-lieu-ai/2136087.html","Thứ 2 - Thứ 6 (từ 08:15 đến 17:30)
Thứ 2 đến Thứ 6 và 2 Thứ 7 cách tuần từ 8h15 đến 17h30, nghỉ trưa 1h15"
1,"Nhân Viên Designer","Công ty TNHH Công Nghệ NETA Việt Nam","- Hà Nội: Tòa nhà Nam Anh số 68/116 Nhân Hoà, Nhân Chính, Thanh Xuân, Phường Thanh Xuân (quận Thanh Xuân cũ)","https://www.topcv.vn/viec-lam/nhan-vien-designer/2148929.html","Thứ 2 - Thứ 7 (từ 08:30 đến 17:30)
Nghỉ thứ 7 cách tuần"
1,"Nhân Viên Tư Vấn Website - Phần Mềm","CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI","- Hồ Chí Minh: Lầu 1, Tòa nhà Saigon ICT, Lô 46 Công viên phần mềm Quang Trung, Phường Trung Mỹ Tây (Quận 12 cũ)","https://www.topcv.vn/viec-lam/nhan-vien-tu-van-website-phan-mem/1942690.html","Thứ 2 - Thứ 6: 8h - 17h
Thứ 7: 8h - 12h"
1,"Nhân Viên Kinh Doanh","CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI","- Hồ Chí Minh: Lầu 1, Tòa nhà Saigon ICT Lô 46, Công viên phần mềm Quang Trung, Phường Trung Mỹ Tây (Quận 12 cũ)","https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh/2130048.html","Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
Thứ 7 (từ 08:00 đến 12:00)"
1,"Content Executive (Full-Stack)","Công ty Cổ phần Truyền Thông Tập Trung Mặt Trời Vàng","- Hồ Chí Minh: tòa nhà Riverfront Financial Centre, đường Tôn Đức Thắng, Phường Sài Gòn (Quận 1 cũ)","https://www.topcv.vn/viec-lam/content-executive-full-stack/2020005.html","Thứ 2 - Thứ 7 (từ 09:00 đến 18:00)
Thứ 7 làm việc hai buổi sáng cách tuần"
